Entity_ID;HashKey;EntityHashKey;Attribute;Value;CreateTimeStamp;EFFDT;TERMDT;Version;Status
Snowflake~DEFAULT~DEFAULT~RS-5~86~number_of_orders;763H6NPUN8GBEEUF4UVGJ8JKF3;4P1UD5LSPVTG06CMO9JL2OTU8J;coordinate;[{"hashCode":"0","x":35,"y":8},{"hashCode":"0","x":35,"y":9}];20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~COALESCE~69~coalesce;4M3ERLSEC0GECN8G99JUBD5VS6;7IDEHCLFPLPNFR4SAPJOFPB2LA;coordinate;[{"hashCode":"0","x":28,"y":9},{"hashCode":"0","x":28,"y":17}];20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~COUNT~48~count;4GPURCPO8L7IC27RACJ7ILL1QO;5VNLUVCR38TGD9DK3DMFIRJMK7;coordinate;[{"hashCode":"0","x":14,"y":9},{"hashCode":"0","x":14,"y":14}];20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~MAX~44~max;4DAD0PO1G4HBRHTCNPKJES5G42;441P303RPQLS85CL2071UQPNVC;coordinate;[{"hashCode":"0","x":13,"y":9},{"hashCode":"0","x":13,"y":12}];20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~MIN~40~min;433Q98UTF39SUKT8S35I27RNPF;6ABAHPM0K7VDSM9EP3EQILL2NS;coordinate;[{"hashCode":"0","x":12,"y":9},{"hashCode":"0","x":12,"y":12}];20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~SUM~52~sum;78K49Q4VFTA15TKQP0U2CNU8OD;3IK3CE6RAKRGVP9LSKN8B2HC8M;coordinate;[{"hashCode":"0","x":15,"y":9},{"hashCode":"0","x":15,"y":12}];20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~36~customer_id;4HIU0UETQCMSB37S4JVV6S1HPV;3UAM8OMQSRDT9F1G1KT3RP2E32;Snipets;        customer_id,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~64~most_recent_order_date;4BSJD1D53EUINFHALJMNQEUM57;3S3PO94PE191K4H3N0D0HF7H9G;Snipets;        customer_orders.most_recent_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33_0~CUSTOMER_ID;194HSN8NIIGKLAFBA2JMJD2E94;40DMG0K1Q3D358M7U2AM3H8DJC;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~MAX~44~max;3KQOGMUBPSKDKTLUPTU2OG4UG9;441P303RPQLS85CL2071UQPNVC;Snipets;        max(order_date) as most_recent_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~72~first_name;3PVI5PL1RGVHFR65FN4B3JJTPD;5PF0VMAMKH73FLF9L8SSK8QHFM;Snipets;        customers.first_name,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~14_2~LAST_NAME;6DO2MD69IP5H0ECLCJBQSBSL93;6M16DAU5149QM8HS2TR9QVEN7I;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~75~most_recent_order_date;5NDKJM98UIR7PT5A6BAOFOCF33;1Q2S7C7PLUN13TL0255ODGRG50;Snipets;        customer_orders.most_recent_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~78~RelationRows;6RCH6G4MMN4H4KGKL86AVO9NRN;1A1I4F8I95HTR3M1CS9CJR60FB;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~56~number_of_orders;68KRHN1R9TC29NLL5LF9ESH1R4;1U6MVRTRDBPFDUJ2P7TI5KART0;Snipets;        count(order_id) as number_of_orders,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~45~number_of_orders;78Q92C5FEHQ5856HKCFDN8GPNE;2OIMPDT2DRK6IFLHHJ7V1BQ7MC;Snipets;        count(order_id) as number_of_orders,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS;38C10H5MQ6CJTFKSHKFQMM2B5D;16GAHFER336GTNT752TRIN3QCP;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS~25~customer_id;320KI2J99PREJHBJDF3CH6SOF6;5F075UOUC98T1818AMP199BGNC;Snipets;        customer_id,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS;59A0L49MU2E2FOG5Q9ON1K9UIM;6OO5MJA44V1G0C6AJSB51I4SL8;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~80~customer_id;1JFCRAFDMGAPVIGR1RR6R9SGAH;10TC2NV91QQ2VGBHQARTFFE8NP;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1;482UFEKP30LUS6D59QUOGSNV5C;39QBLHGLOSORL2TAQ7DLUU81F8;Snipets;    from orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~14~*;48OQ9DMDT0SNQO78C6S9Q49JHH;4NNFSUNSI94T7ETIKKR0FFCPKN;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS~27~order_id;7IOG8LQKU9V41CGKH1RH1DUPNT;4RTBMNOHC6GOV31Q6M8VSHSD17;Snipets;        count(order_id) as number_of_orders,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS~15~*;5VN8H6ICJ1IHB9SG1ONBAAIF03;2K8D5MQEPCLC979L9RPCNPS8GJ;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~84~most_recent_order_date;65924702HBKA96J0J56BBLNUM9;5POASV3MA0TV0SGPID6IPNNRTC;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-4;3LP2MRCS9ONPJJO25DE04QKPKO;4TS64US8HOGTUBAU0VN7P9E5PC;Snipets;        customers.customer_id,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-5;3PHCOBUKJ3VBGUQ2TIS345TM7T;7ORITKE87CT17ECSU99IQ2KII;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~83~first_order_date;4JVLJAIHBIH4RQ3LNQ3A05EAOA;2712ST54ECCNHSRHVTSUA97F6B;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-2;7GF18B5P9GNU90MLQ5MRO53JQI;2UFNO0IIS23283KC5MDI9RRT3Q;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~73~last_name;4VU2P4O1C47DUSGHANO2LN3IC0;F7LHFQOOF91HACITR4H7KD4D4;Snipets;        customers.last_name,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~14_1~FIRST_NAME;3DHP7PUONHGMDQ8Q91R6SC6NML;1EPKUSPMRRBJJEJ87P8ET83HPT;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~MIN~40~min;363B7JC41B5R065PJU143O4JC8;6ABAHPM0K7VDSM9EP3EQILL2NS;Snipets;        min(order_date) as first_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-3;2JC33GI8GF9A0B969B2158KTEI;2MG4KALOMJVPIVI3BB67QP73CJ;Snipets;        customer_id,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-1;3U9Q3VJG85LU7HO3EO4UU7RT8S;5S7MO4JV3DH1C1VDKCUHGHD2GP;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~60~customer_id;AG50HBGE4IO7IRIV4C2IEG4MF;581QCL109IFN4KCQ9OH7P323B5;Snipets;        customers.customer_id,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1;QIKHOKTRCRIMBMR20GN0ISTO9;5LFJVUNMTGHSHQFNFIMBSJT5HS;Snipets;        customer_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~85~lifetime_value;3EILET5VMOF0KB1KCP08U1NQFD;3F07LTBEBL0IOHDHCEL631LSQA;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1~16_2~LAST_NAME;3V9EPBJF0SJV12QEJDK02NMR4U;2PGAHH00L3R1JBICMK990JDKEG;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS~26~order_date;5J6CCLOPHSK8VKQSK47G3O7ED3;4D7LVUF54EMFVH1HGJIKLH7HM0;Snipets;        min(order_date) as first_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~58~RelationRows;30NROP4C0P11AQRNTQHFFU50L6;2Q21FA342TSSSK7M0A4H7HMRCE;Snipets;        customers.customer_id,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~61~first_name;1AHBF5GTT2H0RILUQAFHUR3FPG;2QSRGB8VUJ8GND57UDBI6IAEU8;Snipets;        customers.first_name,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~19~RelationRows;6M8E6RK17DRG3S9P8PQPN1MVVH;3DB32S22717BNASV8MQEL7JNSE;Snipets;    from orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~74~first_order_date;7J6HBS8N9NT6JSB1MHF0DD12BG;7UHQBOFEDVSE89RG5H66OGN4C;Snipets;        customer_orders.first_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~57~lifetime_value;809FJD1UQO88O34CTDIB8E7U8;59MKQ7C4GIC34MFBPTJG9SFSP4;Snipets;        sum(amount) as lifetime_value;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1;5VLT1L3VBOGOV2R6KD4BR9LI3G;75AD4GSDM4D6O258CT9FG1MU8E;Snipets;    from customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1~16~*;3G54T7L1654JCD862HQKV7U6QA;9F0QUKT7H6D3F87H4QNJLQKJ7;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1~16_0~CUSTOMER_ID;15UF99MKHOQAA70PI6AACMEEKR;26KUS9EUU1MO25T2VDPMJ7TMHO;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33_1~ORDER_DATE;4NMO6QFGM2TKC998844U8LP2VT;3J6QBS1N2TA4EDLPTG59PKNFAN;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~63~first_order_date;5RBU5GCBDQTHDBM6235BS4CERT;5ILJKO7CQG5VS9A8H5UOH3B9BO;Snipets;        customer_orders.first_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~31_0~CUSTOMER_ID;2DN2MO474NCQUU17T5OEJ4HBR8;6O7HU25H2DPOO9QHPQ29MKTRJI;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~31~*;1AJGO0NT2G8M1BELT8JVPBNPM9;3ALPATRST0K36PBGG58Q9RTE3R;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~37~first_order_date;4H0U4K9TOD1CU8PD9755GMVDN7;1439MER1T46D8PMIFV1BEL5QRT;Snipets;        min(order_date) as first_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS~28~amount;3LSN5ILKQFBQPV3R32JK9U52H2;3RVOCMQ2NJC6MJAM47GIMMDKQ2;Snipets;        sum(amount) as lifetime_value;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33~*;71D1M9187QQGHB42U78464UV6O;35SNICA0NCUKQ9RTFO6RBMVHRL;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS~11~last_name;CGDF96HJJ1A1HEQ9NF5CGN5AD;6JIJ09I6AH0QO5RU906O5GM5VS;Snipets;        customers.last_name,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~86~number_of_orders;5PU5L165IJUCVQN00AB0VQI6TV;4P1UD5LSPVTG06CMO9JL2OTU8J;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~1~RelationRows;3N7QJE53CKG6KOFJR1QE64BILB;5OHQ1KS5I1MF0RNA2HKA3KD15M;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~31_1~ORDER_DATE;359EV1SNPFJNJKNSOOJUIR7AE5;2EDQKDOISGUPV0M70GSBB5NN8D;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~31_2~ORDER_ID;4A9U85U84IM381R9BPV848CAU;1H180C02MFV0D5HQL2PMHRTU6C;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS~10~first_name;392B58JI24CBM62A6G0BJ7KQI7;2C6S0Q9SLIVLSKRKR6HA1SBSCV;Snipets;        customers.first_name,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~77~number_of_orders;35DBBKR16MFONGFHEAVMK38BC0;3GG7AUV5JIQ7HEKNQ8BH6GK5NV;Snipets;        coalesce(customer_orders.number_of_orders, 0) as number_of_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~53~customer_id;1DPG3FJDKFCULP17UKOLVH2792;M52FG5NNT2U3P5PQNT1HCBMT8;Snipets;        customer_id,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~55~most_recent_order_date;EU0JHIG0LL6KSSALEA9IBUO5T;63T1HV4MV2297LDIKQ3L8U4KP4;Snipets;        max(order_date) as most_recent_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;72MNJ4JUNOTP6S7R06P789B485;5OQGSS0QEPKO2IOCQOK8VUVEB;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~76~lifetime_value;4SI65HNRG7C8LCTIURM0GD9M0F;2II30F6FNPT3BTI3M2V6TR1VB;Snipets;        customer_orders.lifetime_value,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~COALESCE~69~coalesce;2UJ3UROAJGJD2E4OVMAMR9LBTU;7IDEHCLFPLPNFR4SAPJOFPB2LA;Snipets;        coalesce(customer_orders.number_of_orders, 0) as number_of_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS~32~*;72I5CBU7KNN2332IVTC2GC4GBM;PO7N774GOJPB2J84Q6EC5U8ER;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~COUNT~48~count;14CV2D160J5E1L6NL382HQ050F;5VNLUVCR38TGD9DK3DMFIRJMK7;Snipets;        count(order_id) as number_of_orders,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~MAX;79E6LQRAARS7RTMCGA3G71RLRG;5KEJIUS5HNCLU6NOADC5G69UQP;Snipets;        max(order_date) as most_recent_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~41~most_recent_order_date;FHD8G4KHH5AUPJS46GNE89OJL;2II6SU5CJV250O7N2ABSAN5COL;Snipets;        max(order_date) as most_recent_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS~9~customer_id;467TFS0VE3HUJ2H5A8Q4B7I1T9;57UPAVRUGC6A428091D35ILQ3O;Snipets;        on customers.customer_id = customer_orders.customer_id;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~71~customer_id;3R73O976UGDLA7ANO06SNBV7FP;1OTR7NMBE4USFHP1JMG7AQDOU6;Snipets;        customers.customer_id,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~65~lifetime_value;114UPL9P6OG8QBJDQROKUK1FHP;46DNQ90HA6RA9650E1US872SQE;Snipets;        customer_orders.lifetime_value,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~82~last_name;176HTIRVC2404GA5DANQDS075L;88TQNLS1939HKOCDPJNN89PNG;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1~16_1~FIRST_NAME;2JDCJFKB29KUORTJEMQDRFVE17;PE9QB9K47GFSFBPNTLN35ODHI;Snipets;    select * from analytics.DBT_GGITHIRI.stg_customers;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~SUM;50CRADFAVQRMS3IJU804Q49C82;2I6JF92HSLT1BTFS5477LAJLOG;Snipets;        sum(amount) as lifetime_value;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~81~first_name;3SQQ1JCPU2V9KANRR5GU7K8LMR;U21N54MCJ3Q0E270OV40L3H1O;Snipets;select * from final;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~COALESCE;45FDDR348QQ2BOL3OLM4K1ILG5;6G2NBASI16M64VPIL93BUVUVMN;Snipets;        coalesce(customer_orders.number_of_orders, 0) as number_of_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~54~first_order_date;RO0H715FG37BCB4UHO0LP7J3T;1FGPPONSJACMRFEOHUP0B0B0LO;Snipets;        min(order_date) as first_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~31_3~AMOUNT;3K8H13BGQHC6I055DQMGBFOTJE;7KP7S7RERMVESN72PE4LSRTITK;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~62~last_name;7QDD0VCDCFL774LBDVT9KEJEAE;1TM0OVFGCD0UMO55G21UBO6C5;Snipets;        customers.last_name,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~49~lifetime_value;6OGIM20ETRPMO0ECIBJ6T5CVNO;5H9P60FHL939QHFHPVFS18737Q;Snipets;        sum(amount) as lifetime_value;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~COUNT;5GJBIFTCFP58DTRI6R7JALSSO;74R8RIFN9N7TMH93V0SHUGC9EE;Snipets;        count(order_id) as number_of_orders,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~66~number_of_orders;159RUHQULT5LAACMJK40OI8G9V;543LVS9P6P1ORC2JVGNBS1P54A;Snipets;        coalesce(customer_orders.number_of_orders, 0) as number_of_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33_3~AMOUNT;6VTMRGTB19BQ0GD0CM3DNI9T94;13OTF7VUT2CB0V0C89A0U92AMT;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~MIN;E0QHOF7NSRLL2RMLU58E7AQIN;4RRPFN04UMI0B58THQQC1TH086;Snipets;        min(order_date) as first_order_date,;20230801172336;20230801172336;99991231000000;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33_2~ORDER_ID;3RK6R1HILRK66F3JRKD820VVB8;71NLVB2O5VDNTQU67HR3D7AGO2;Snipets;    select * from analytics.DBT_GGITHIRI.fct_orders;20230801172336;20230801172336;99991231000000;1;I
