SRC_Entity_ID;SRC_Entity_HashKey;SRC_Entity_Type;TGT_Enity_ID;TGT_Entity_Type;TGT_Entity_HASKEY;Entity_Relationship_Type;CreateTimeStamp;EFFDT;TERMDT;HashKey;Version;Status
Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS;16GAHFER336GTNT752TRIN3QCP;Table;Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS~26~order_date;Column;4D7LVUF54EMFVH1HGJIKLH7HM0;Table_HAS_Column;20230801172336;20230801172336;99991231000000;4AF2FPCUH2ATPOTCQ4AGGFAH06;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS;16GAHFER336GTNT752TRIN3QCP;Table;Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS~27~order_id;Column;4RTBMNOHC6GOV31Q6M8VSHSD17;Table_HAS_Column;20230801172336;20230801172336;99991231000000;7MPF0HNSBI30VL58I9K68O72O5;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS;6OO5MJA44V1G0C6AJSB51I4SL8;Table;Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS~15~*;Column;2K8D5MQEPCLC979L9RPCNPS8GJ;Table_HAS_Column;20230801172336;20230801172336;99991231000000;6HVV2LNEILT9FICJBQAIQ5LAOE;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS;6OO5MJA44V1G0C6AJSB51I4SL8;Table;Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS~9~customer_id;Column;57UPAVRUGC6A428091D35ILQ3O;Table_HAS_Column;20230801172336;20230801172336;99991231000000;74RC2996GO131VEUT1JVHVQA0C;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS;6OO5MJA44V1G0C6AJSB51I4SL8;Table;Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS~10~first_name;Column;2C6S0Q9SLIVLSKRKR6HA1SBSCV;Table_HAS_Column;20230801172336;20230801172336;99991231000000;77EOO58M3IGNI78G8CNQNFSBE0;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS;6OO5MJA44V1G0C6AJSB51I4SL8;Table;Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS~11~last_name;Column;6JIJ09I6AH0QO5RU906O5GM5VS;Table_HAS_Column;20230801172336;20230801172336;99991231000000;5FB8BVAE0JK0MFHB1AG66Q6JL8;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1;75AD4GSDM4D6O258CT9FG1MU8E;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1~16~*;Column;9F0QUKT7H6D3F87H4QNJLQKJ7;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;Q1G2DAQQC857F8CKEJ4QGO6I6;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1;75AD4GSDM4D6O258CT9FG1MU8E;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1~16_0~CUSTOMER_ID;Column;26KUS9EUU1MO25T2VDPMJ7TMHO;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;2NHKTJ8UEAPK8JMQISCDBLHOQG;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1;75AD4GSDM4D6O258CT9FG1MU8E;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1~16_1~FIRST_NAME;Column;PE9QB9K47GFSFBPNTLN35ODHI;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;7RSFCMOEGBSHHGJR148493EPE1;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1;75AD4GSDM4D6O258CT9FG1MU8E;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMERS-1~16_2~LAST_NAME;Column;2PGAHH00L3R1JBICMK990JDKEG;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;1MR4MC0LIITQVUTBKHFHH8MFRF;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1;5LFJVUNMTGHSHQFNFIMBSJT5HS;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~53~customer_id;Column;M52FG5NNT2U3P5PQNT1HCBMT8;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;6M0LDNVS7UUF4RRLQJ226CNVK1;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1;5LFJVUNMTGHSHQFNFIMBSJT5HS;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~54~first_order_date;Column;1FGPPONSJACMRFEOHUP0B0B0LO;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;1O1ICLVKDU4AD7G16OU9OIFP3G;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1;5LFJVUNMTGHSHQFNFIMBSJT5HS;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~57~lifetime_value;Column;59MKQ7C4GIC34MFBPTJG9SFSP4;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;6BPINF7UPA6EO29MBM70VQJFD7;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1;5LFJVUNMTGHSHQFNFIMBSJT5HS;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~55~most_recent_order_date;Column;63T1HV4MV2297LDIKQ3L8U4KP4;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;3G9EO29EKJJ12OAFJA0GR0H015;1;I
Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1;5LFJVUNMTGHSHQFNFIMBSJT5HS;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-CUSTOMER_ORDERS-1~56~number_of_orders;Column;1U6MVRTRDBPFDUJ2P7TI5KART0;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;5PFLGNJ6949NQBK8KOEGGTQF7P;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;5OQGSS0QEPKO2IOCQOK8VUVEB;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~1~RelationRows;Column;5OHQ1KS5I1MF0RNA2HKA3KD15M;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;4O1FJV5E00V6BOGMOR3U26UOON;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;5OQGSS0QEPKO2IOCQOK8VUVEB;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~71~customer_id;Column;1OTR7NMBE4USFHP1JMG7AQDOU6;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;OG66SKC8549DM6L99GVMOUCCU;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;5OQGSS0QEPKO2IOCQOK8VUVEB;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~72~first_name;Column;5PF0VMAMKH73FLF9L8SSK8QHFM;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;76IPR8LVBBBC6NJBM86KC8VDUA;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;5OQGSS0QEPKO2IOCQOK8VUVEB;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~74~first_order_date;Column;7UHQBOFEDVSE89RG5H66OGN4C;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;2FT4EL6UGU602KOGKCVTRFLN32;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;5OQGSS0QEPKO2IOCQOK8VUVEB;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~73~last_name;Column;F7LHFQOOF91HACITR4H7KD4D4;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;4QUE65PVUB54HAJNJ0VL4AHJJ9;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;5OQGSS0QEPKO2IOCQOK8VUVEB;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~76~lifetime_value;Column;2II30F6FNPT3BTI3M2V6TR1VB;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;78HL5OOFS0J4LP8E39U4PK02N2;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;5OQGSS0QEPKO2IOCQOK8VUVEB;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~75~most_recent_order_date;Column;1Q2S7C7PLUN13TL0255ODGRG50;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;2ACI8SEBANNULC622GDCHV6TRJ;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;5OQGSS0QEPKO2IOCQOK8VUVEB;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~77~number_of_orders;Column;3GG7AUV5JIQ7HEKNQ8BH6GK5NV;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;4GR9R2VS2KN0CBFO8J7OQFBACC;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1;39QBLHGLOSORL2TAQ7DLUU81F8;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33~*;Column;35SNICA0NCUKQ9RTFO6RBMVHRL;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;56F0T53R4C0NRADQROCAA011UU;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1;39QBLHGLOSORL2TAQ7DLUU81F8;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33_3~AMOUNT;Column;13OTF7VUT2CB0V0C89A0U92AMT;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;7AO8H3HAMUCIKCG9VURECB4V58;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1;39QBLHGLOSORL2TAQ7DLUU81F8;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33_0~CUSTOMER_ID;Column;40DMG0K1Q3D358M7U2AM3H8DJC;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;19D5LGI2RVFQKGQELU1SHIGFQ7;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1;39QBLHGLOSORL2TAQ7DLUU81F8;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33_1~ORDER_DATE;Column;3J6QBS1N2TA4EDLPTG59PKNFAN;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;1C16K02EKD4BR6MPE893TU7QPR;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1;39QBLHGLOSORL2TAQ7DLUU81F8;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~33_2~ORDER_ID;Column;71NLVB2O5VDNTQU67HR3D7AGO2;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;IFDUA1GKI3IENOPA5985FJD7A;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1;39QBLHGLOSORL2TAQ7DLUU81F8;With_cte;Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~19~RelationRows;Column;3DB32S22717BNASV8MQEL7JNSE;With_cte_HAS_Column;20230801172336;20230801172336;99991231000000;269EU8NRFO0GA85DDDSA3H37KS;1;I
Snowflake~DEFAULT~DEFAULT~RS-1;5S7MO4JV3DH1C1VDKCUHGHD2GP;Select_list;Snowflake~DEFAULT~DEFAULT~RS-1~14~*;Column;4NNFSUNSI94T7ETIKKR0FFCPKN;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;1J1I81E3VPF1TKP45P1NVH64AR;1;I
Snowflake~DEFAULT~DEFAULT~RS-1;5S7MO4JV3DH1C1VDKCUHGHD2GP;Select_list;Snowflake~DEFAULT~DEFAULT~RS-1~14_1~FIRST_NAME;Column;1EPKUSPMRRBJJEJ87P8ET83HPT;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;4NINSVMVCTAK5MEVDIBBBK0BFV;1;I
Snowflake~DEFAULT~DEFAULT~RS-1;5S7MO4JV3DH1C1VDKCUHGHD2GP;Select_list;Snowflake~DEFAULT~DEFAULT~RS-1~14_2~LAST_NAME;Column;6M16DAU5149QM8HS2TR9QVEN7I;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;3PGJAAUONJKFMA6VGTSVOL8N9I;1;I
Snowflake~DEFAULT~DEFAULT~RS-1;5S7MO4JV3DH1C1VDKCUHGHD2GP;Select_list;Snowflake~DEFAULT~DEFAULT~RS-1~87~customer_id;Column;65HQUN3LPK36F5TFS1OD9AC4M2;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;5CBAJ4F52KEE93NRH49DTPMS8D;1;I
Snowflake~DEFAULT~DEFAULT~RS-2;2UFNO0IIS23283KC5MDI9RRT3Q;Select_list;Snowflake~DEFAULT~DEFAULT~RS-2~31~*;Column;3ALPATRST0K36PBGG58Q9RTE3R;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;19E2662CM0725AVPDIE0AH9PQB;1;I
Snowflake~DEFAULT~DEFAULT~RS-2;2UFNO0IIS23283KC5MDI9RRT3Q;Select_list;Snowflake~DEFAULT~DEFAULT~RS-2~31_3~AMOUNT;Column;7KP7S7RERMVESN72PE4LSRTITK;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;1J5T71ISFHUQ5CPHCN3PG7M3N5;1;I
Snowflake~DEFAULT~DEFAULT~RS-2;2UFNO0IIS23283KC5MDI9RRT3Q;Select_list;Snowflake~DEFAULT~DEFAULT~RS-2~31_0~CUSTOMER_ID;Column;6O7HU25H2DPOO9QHPQ29MKTRJI;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;3MGUHI19KFIB7OVME4MDFT5JHF;1;I
Snowflake~DEFAULT~DEFAULT~RS-2;2UFNO0IIS23283KC5MDI9RRT3Q;Select_list;Snowflake~DEFAULT~DEFAULT~RS-2~31_1~ORDER_DATE;Column;2EDQKDOISGUPV0M70GSBB5NN8D;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;4IFGKF8L86E31LSQ9A2P19A2RG;1;I
Snowflake~DEFAULT~DEFAULT~RS-2;2UFNO0IIS23283KC5MDI9RRT3Q;Select_list;Snowflake~DEFAULT~DEFAULT~RS-2~31_2~ORDER_ID;Column;1H180C02MFV0D5HQL2PMHRTU6C;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;5OJDCPS1P1UH4IJR4MTQ9FUN2Q;1;I
Snowflake~DEFAULT~DEFAULT~RS-3;2MG4KALOMJVPIVI3BB67QP73CJ;Select_list;Snowflake~DEFAULT~DEFAULT~RS-3~36~customer_id;Column;3UAM8OMQSRDT9F1G1KT3RP2E32;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;2SGSPNKR5T5UF33EPNRLA1EGAH;1;I
Snowflake~DEFAULT~DEFAULT~RS-3;2MG4KALOMJVPIVI3BB67QP73CJ;Select_list;Snowflake~DEFAULT~DEFAULT~RS-3~37~first_order_date;Column;1439MER1T46D8PMIFV1BEL5QRT;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;583CF3HEKE61J8MCBMDJQTOMKI;1;I
Snowflake~DEFAULT~DEFAULT~RS-3;2MG4KALOMJVPIVI3BB67QP73CJ;Select_list;Snowflake~DEFAULT~DEFAULT~RS-3~49~lifetime_value;Column;5H9P60FHL939QHFHPVFS18737Q;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;KGBPHC8K40K8BVGD1CU402PDC;1;I
Snowflake~DEFAULT~DEFAULT~RS-3;2MG4KALOMJVPIVI3BB67QP73CJ;Select_list;Snowflake~DEFAULT~DEFAULT~RS-3~41~most_recent_order_date;Column;2II6SU5CJV250O7N2ABSAN5COL;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;5URLJ7IPNBOEI9T8CG5SPHQNNB;1;I
Snowflake~DEFAULT~DEFAULT~RS-3;2MG4KALOMJVPIVI3BB67QP73CJ;Select_list;Snowflake~DEFAULT~DEFAULT~RS-3~45~number_of_orders;Column;2OIMPDT2DRK6IFLHHJ7V1BQ7MC;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;MI1MRPLP8VKPTGU75B8GNT1MC;1;I
Snowflake~DEFAULT~DEFAULT~RS-4;4TS64US8HOGTUBAU0VN7P9E5PC;Select_list;Snowflake~DEFAULT~DEFAULT~RS-4~58~RelationRows;Column;2Q21FA342TSSSK7M0A4H7HMRCE;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;32JRO9IODAJIA7FHG357DTOKU4;1;I
Snowflake~DEFAULT~DEFAULT~RS-4;4TS64US8HOGTUBAU0VN7P9E5PC;Select_list;Snowflake~DEFAULT~DEFAULT~RS-4~60~customer_id;Column;581QCL109IFN4KCQ9OH7P323B5;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;3O72UBA798RP27OISKN9DBGQR5;1;I
Snowflake~DEFAULT~DEFAULT~RS-4;4TS64US8HOGTUBAU0VN7P9E5PC;Select_list;Snowflake~DEFAULT~DEFAULT~RS-4~61~first_name;Column;2QSRGB8VUJ8GND57UDBI6IAEU8;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;7V508243IEKIG3MO8FU90OCC7O;1;I
Snowflake~DEFAULT~DEFAULT~RS-4;4TS64US8HOGTUBAU0VN7P9E5PC;Select_list;Snowflake~DEFAULT~DEFAULT~RS-4~63~first_order_date;Column;5ILJKO7CQG5VS9A8H5UOH3B9BO;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;618R21A0GFDENUBG5L17TD9481;1;I
Snowflake~DEFAULT~DEFAULT~RS-4;4TS64US8HOGTUBAU0VN7P9E5PC;Select_list;Snowflake~DEFAULT~DEFAULT~RS-4~62~last_name;Column;1TM0OVFGCD0UMO55G21UBO6C5;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;1NMIK49SVK6EKDBSTO0OT7385P;1;I
Snowflake~DEFAULT~DEFAULT~RS-4;4TS64US8HOGTUBAU0VN7P9E5PC;Select_list;Snowflake~DEFAULT~DEFAULT~RS-4~65~lifetime_value;Column;46DNQ90HA6RA9650E1US872SQE;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;2HQAK5239C57EQ5VNRL68MMBHV;1;I
Snowflake~DEFAULT~DEFAULT~RS-4;4TS64US8HOGTUBAU0VN7P9E5PC;Select_list;Snowflake~DEFAULT~DEFAULT~RS-4~64~most_recent_order_date;Column;3S3PO94PE191K4H3N0D0HF7H9G;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;4M3N3N85TJOJK83JP6A96FM2OO;1;I
Snowflake~DEFAULT~DEFAULT~RS-4;4TS64US8HOGTUBAU0VN7P9E5PC;Select_list;Snowflake~DEFAULT~DEFAULT~RS-4~66~number_of_orders;Column;543LVS9P6P1ORC2JVGNBS1P54A;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;3353G7S1F50RJ5G9LDVGI9V14V;1;I
Snowflake~DEFAULT~DEFAULT~RS-5;7ORITKE87CT17ECSU99IQ2KII;Select_list;Snowflake~DEFAULT~DEFAULT~RS-5~78~RelationRows;Column;1A1I4F8I95HTR3M1CS9CJR60FB;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;12JBIPIBO1VF4QI4EBA2M1VRET;1;I
Snowflake~DEFAULT~DEFAULT~RS-5;7ORITKE87CT17ECSU99IQ2KII;Select_list;Snowflake~DEFAULT~DEFAULT~RS-5~80~customer_id;Column;10TC2NV91QQ2VGBHQARTFFE8NP;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;3V6DUS2EOBJJ4DEB49K5TF2TGO;1;I
Snowflake~DEFAULT~DEFAULT~RS-5;7ORITKE87CT17ECSU99IQ2KII;Select_list;Snowflake~DEFAULT~DEFAULT~RS-5~81~first_name;Column;U21N54MCJ3Q0E270OV40L3H1O;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;2N436OMH242G4897TEGALGDFH6;1;I
Snowflake~DEFAULT~DEFAULT~RS-5;7ORITKE87CT17ECSU99IQ2KII;Select_list;Snowflake~DEFAULT~DEFAULT~RS-5~83~first_order_date;Column;2712ST54ECCNHSRHVTSUA97F6B;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;7092567VM0LE1JOJ3C6B3NDKBK;1;I
Snowflake~DEFAULT~DEFAULT~RS-5;7ORITKE87CT17ECSU99IQ2KII;Select_list;Snowflake~DEFAULT~DEFAULT~RS-5~82~last_name;Column;88TQNLS1939HKOCDPJNN89PNG;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;40TC6PG5K84KIO67FHSL97HUKJ;1;I
Snowflake~DEFAULT~DEFAULT~RS-5;7ORITKE87CT17ECSU99IQ2KII;Select_list;Snowflake~DEFAULT~DEFAULT~RS-5~85~lifetime_value;Column;3F07LTBEBL0IOHDHCEL631LSQA;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;1431V5F7VE8FHLVHJ54FPOSGBV;1;I
Snowflake~DEFAULT~DEFAULT~RS-5;7ORITKE87CT17ECSU99IQ2KII;Select_list;Snowflake~DEFAULT~DEFAULT~RS-5~84~most_recent_order_date;Column;5POASV3MA0TV0SGPID6IPNNRTC;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;7AMRJ64OU2VRIOTUOQKHAD552V;1;I
Snowflake~DEFAULT~DEFAULT~RS-5;7ORITKE87CT17ECSU99IQ2KII;Select_list;Snowflake~DEFAULT~DEFAULT~RS-5~86~number_of_orders;Column;4P1UD5LSPVTG06CMO9JL2OTU8J;Select_list_HAS_Column;20230801172336;20230801172336;99991231000000;3F8M3O3IKSQU7TQBARGGFUSO5B;1;I
Snowflake~DEFAULT~DEFAULT~COALESCE;6G2NBASI16M64VPIL93BUVUVMN;Function;Snowflake~DEFAULT~DEFAULT~COALESCE~69~coalesce;Column;7IDEHCLFPLPNFR4SAPJOFPB2LA;Function_HAS_Column;20230801172336;20230801172336;99991231000000;1E35J7TSKHCH5P837QPD07QD5D;1;I
Snowflake~DEFAULT~DEFAULT~COUNT;74R8RIFN9N7TMH93V0SHUGC9EE;Function;Snowflake~DEFAULT~DEFAULT~COUNT~48~count;Column;5VNLUVCR38TGD9DK3DMFIRJMK7;Function_HAS_Column;20230801172336;20230801172336;99991231000000;6QGTKH25C46R6SKNV7HK93IQL9;1;I
Snowflake~DEFAULT~DEFAULT~MAX;5KEJIUS5HNCLU6NOADC5G69UQP;Function;Snowflake~DEFAULT~DEFAULT~MAX~44~max;Column;441P303RPQLS85CL2071UQPNVC;Function_HAS_Column;20230801172336;20230801172336;99991231000000;5NEOROON97LCG1AI7H96FKRG22;1;I
Snowflake~DEFAULT~DEFAULT~MIN;4RRPFN04UMI0B58THQQC1TH086;Function;Snowflake~DEFAULT~DEFAULT~MIN~40~min;Column;6ABAHPM0K7VDSM9EP3EQILL2NS;Function_HAS_Column;20230801172336;20230801172336;99991231000000;4Q8KKE87IFP14Q7RM4SI9L8892;1;I
Snowflake~DEFAULT~DEFAULT~SUM;2I6JF92HSLT1BTFS5477LAJLOG;Function;Snowflake~DEFAULT~DEFAULT~SUM~52~sum;Column;3IK3CE6RAKRGVP9LSKN8B2HC8M;Function_HAS_Column;20230801172336;20230801172336;99991231000000;155NEP59I9I4B2NIHCIA9GV8CH;1;I
Snowflake~ANALYTICS;M1DQ9IN95AN7LIVS5AQJRVSC8;Database;Snowflake~ANALYTICS~DBT_GGITHIRI;Schema;6OJ1RV0RECF7TMUI7K8HU8UG0K;Database_HAS_Schema;20230801172336;20230801172336;99991231000000;479PQ45771QGJNRB4CVDKJ0NEH;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI;6OJ1RV0RECF7TMUI7K8HU8UG0K;Schema;Snowflake~ANALYTICS~DBT_GGITHIRI~FCT_ORDERS;Table;16GAHFER336GTNT752TRIN3QCP;Schema_HAS_Table;20230801172336;20230801172336;99991231000000;180A5UGKNN3GR8LP4KMU3P5811;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI;6OJ1RV0RECF7TMUI7K8HU8UG0K;Schema;Snowflake~ANALYTICS~DBT_GGITHIRI~STG_CUSTOMERS;Table;6OO5MJA44V1G0C6AJSB51I4SL8;Schema_HAS_Table;20230801172336;20230801172336;99991231000000;64P5HNGNAKE0E33TP39RBOEHBV;1;I
Snowflake~DEFAULT~DEFAULT~CTE-ORDERS-1~16_0~ORDER_ID;4Q1DDAA5JDA2OP823CVUUTRB1N;Column;Snowflake~DEFAULT~DEFAULT~RS-4~48~order_id;Column;7TSUG3H44OI8RJ4KL3DPSQVH6H;Column_CONNECT_TO_Column;20230801172340;20230801172340;99991231000000;74A4JKUD42V3M8CJJBR8JIN7C;1;I
